ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
,,,,,,,,,,,,,,,,,,,,
N4006,5.63,1.99,5.04,6.33,4.34,6.1,3.05,4.45,4.69,8.91,2.23,4.69,8.79,3.52,4.34,8.68,5.98,8.09,0.94,2.23
,,,,,,,,,,,,,,,,,,,,
N4008,10.11,0.22,5.39,3.6,2.47,7.19,1.8,5.39,3.6,8.54,1.57,5.62,6.52,5.39,6.74,7.87,7.42,7.87,0.67,2.02
,,,,,,,,,,,,,,,,,,,,
N4010,6.13,1.11,5.57,6.96,3.9,8.08,3.06,6.13,5.29,7.8,2.79,5.29,4.18,2.79,5.57,6.13,4.46,7.24,3.9,3.62
,,,,,,,,,,,,,,,,,,,,
N4012,14.19,0.65,3.87,4.52,3.23,3.23,0,5.16,5.81,13.55,1.29,3.23,6.45,4.52,6.45,4.52,8.39,6.45,1.29,3.23
,,,,,,,,,,,,,,,,,,,,
N4014,7.2,4.9,7.2,6.34,4.9,5.48,2.59,8.07,3.46,5.19,2.88,4.03,4.32,3.17,8.07,7.2,5.48,4.03,1.44,4.03
,,,,,,,,,,,,,,,,,,,,
N4016,12.07,2.93,5.85,7.31,2.19,8.23,1.28,6.22,5.12,7.5,3.66,2.93,4.2,3.47,6.76,7.13,3.47,6.03,1.46,2.19
,,,,,,,,,,,,,,,,,,,,
N4018,8.33,0.6,0.6,2.98,0,5.36,6.55,4.76,8.33,8.33,0,3.57,7.74,7.74,8.33,1.79,9.52,13.1,1.19,1.19
,,,,,,,,,,,,,,,,,,,,
N4020,9.91,0.66,5.07,5.73,3.74,7.27,1.54,6.17,6.39,9.03,2.42,5.51,4.63,3.52,4.63,9.03,3.08,6.61,1.32,3.74
,,,,,,,,,,,,,,,,,,,,
N4022,4.85,1.21,3.64,8.48,3.03,6.67,0.61,3.64,4.24,19.39,1.82,0.61,7.88,3.64,8.48,6.67,6.67,3.64,2.42,2.42
,,,,,,,,,,,,,,,,,,,,
N4024,9.8,4.2,7.2,7,5.4,6,1.4,3.2,6.4,7.8,2.4,2.2,5.2,4.4,3,6.4,4.2,9.2,1.8,2.8
,,,,,,,,,,,,,,,,,,,,
N4026,11.11,0.93,4.94,5.86,2.78,10.49,1.54,4.32,4.01,9.88,2.78,2.78,4.32,5.25,5.25,4.94,5.86,9.57,1.85,1.54
,,,,,,,,,,,,,,,,,,,,
N4028,11.63,0.23,7.44,4.65,3.95,6.51,0.47,5.81,4.65,6.98,3.02,5.81,4.65,4.19,5.12,5.81,7.91,7.91,1.4,1.86
,,,,,,,,,,,,,,,,,,,,
N4030,6.99,1.48,6.14,5.08,3.81,9.32,1.48,6.14,4.24,6.78,2.54,2.75,3.81,4.87,5.93,8.26,6.36,6.99,1.27,5.72
,,,,,,,,,,,,,,,,,,,,
N4032,5.05,8.08,5.05,6.06,7.07,10.1,0,9.09,7.07,6.06,2.02,3.03,5.05,2.02,5.05,5.05,4.04,6.06,1.01,3.03
,,,,,,,,,,,,,,,,,,,,
N4034,6.73,0,4.33,2.4,1.92,29.33,4.33,1.92,3.37,10.58,0.48,0.96,1.92,2.4,4.33,1.92,2.88,17.79,0,2.4
,,,,,,,,,,,,,,,,,,,,
N4036,10.39,1.3,5.45,6.75,2.86,8.31,2.6,5.19,0.52,6.49,1.56,2.6,6.49,4.42,9.35,6.23,3.9,8.83,1.3,5.45
,,,,,,,,,,,,,,,,,,,,
N4038,5.93,1.54,6.81,7.25,3.08,6.15,5.27,5.27,5.27,10.11,2.64,5.49,4.4,2.64,5.93,6.37,5.27,6.15,1.32,3.08
,,,,,,,,,,,,,,,,,,,,
N4040,2.25,0.96,7.72,5.14,6.11,3.86,1.29,13.83,11.25,8.04,2.25,9.32,1.61,2.25,3.54,6.11,4.5,3.54,1.61,4.82
,,,,,,,,,,,,,,,,,,,,
N4042,6.23,2.17,5.96,5.96,5.42,7.05,3.25,10.03,6.78,7.05,2.71,2.44,3.52,4.88,4.34,7.59,3.25,5.69,2.17,3.52
,,,,,,,,,,,,,,,,,,,,
N4044,17.83,0,12.4,11.63,3.88,6.2,0.78,1.55,1.55,6.98,1.55,2.33,7.75,3.1,4.65,3.1,6.98,6.98,0,0.78
,,,,,,,,,,,,,,,,,,,,
N4046,9.34,0.39,5.06,4.67,9.14,11.87,3.7,3.89,1.36,9.53,2.33,2.53,5.06,2.53,4.86,4.67,6.23,6.81,3.5,2.53
,,,,,,,,,,,,,,,,,,,,
N4048,10.3,0,6.93,4.36,4.95,10.1,1.58,2.97,4.36,7.72,2.57,5.74,2.18,5.54,5.35,7.52,7.13,4.55,2.38,3.76
,,,,,,,,,,,,,,,,,,,,
N4050,3.89,2.12,7.77,3.53,5.65,3.18,1.77,10.6,8.83,9.19,1.77,5.3,2.83,3.18,6.36,9.19,3.89,5.3,0,5.65
,,,,,,,,,,,,,,,,,,,,
N4052,15.03,2.61,7.84,5.23,0.65,1.96,1.31,7.19,5.23,7.84,1.96,5.23,0.65,5.23,11.11,3.27,7.19,6.54,0.65,3.27
,,,,,,,,,,,,,,,,,,,,
N4054,9.14,1.35,5.92,4.57,4.74,9.48,0.68,7.78,2.2,6.6,1.35,6.09,9.14,2.88,3.55,6.43,5.58,5.92,1.02,5.58
,,,,,,,,,,,,,,,,,,,,
N4056,8.14,0,9.3,8.14,3.49,6.98,1.16,6.98,4.65,9.3,5.81,8.14,4.65,4.65,4.65,5.81,3.49,3.49,0,1.16
,,,,,,,,,,,,,,,,,,,,
N4058,10.29,0,1.47,0,5.88,16.18,0,7.35,1.47,7.35,4.41,7.35,2.94,0,1.47,10.29,10.29,11.76,0,1.47
,,,,,,,,,,,,,,,,,,,,
N4060,7.76,2.3,5.72,3.71,4.31,7.94,1.92,4.99,5.12,8.28,2.52,4.91,5.42,3.5,4.52,6.44,7.59,8.45,1.58,3.03
,,,,,,,,,,,,,,,,,,,,
N4062,8.12,2.92,5.84,3.57,2.6,9.42,3.9,6.49,2.27,10.39,1.95,5.19,7.47,6.82,4.22,4.55,6.49,4.55,2.27,0.97
,,,,,,,,,,,,,,,,,,,,
N4064,5.9,0.69,6.25,7.81,5.21,6.6,4.51,7.99,5.9,9.2,0.87,5.21,6.42,1.39,3.12,7.12,4.86,6.08,1.04,3.82
,,,,,,,,,,,,,,,,,,,,
N4066,17.8,0.52,1.05,2.09,3.66,13.61,4.71,7.33,2.62,13.09,3.14,1.05,3.66,0.52,1.05,3.66,5.76,12.57,1.05,1.05
,,,,,,,,,,,,,,,,,,,,
N4068,3.16,2.37,3.56,1.98,10.67,4.74,1.58,13.44,3.56,13.83,2.37,3.56,3.95,0.79,3.56,9.49,1.98,7.51,1.58,6.32
,,,,,,,,,,,,,,,,,,,,
N4070,18.23,0.55,4.42,4.42,2.76,7.73,0.55,3.87,1.66,10.5,1.66,4.42,2.21,6.08,7.73,6.63,5.52,4.97,2.21,3.87
,,,,,,,,,,,,,,,,,,,,
N4072,7.52,2.51,4.76,5.76,3.76,9.02,2.76,5.01,6.77,8.27,2.76,3.01,7.27,1.5,3.76,6.77,5.26,11.03,0.5,2.01
,,,,,,,,,,,,,,,,,,,,
N4074,4.67,1.26,7.06,4.92,4.67,2.27,2.27,5.17,6.68,8.58,1.26,9.96,5.55,2.4,2.77,15.13,8.07,3.28,0.63,3.4
,,,,,,,,,,,,,,,,,,,,
N4076,5.38,2.15,5.91,9.14,3.76,5.38,0.54,8.6,8.6,6.45,3.23,4.84,5.38,4.3,5.91,4.84,3.76,6.45,1.08,4.3
,,,,,,,,,,,,,,,,,,,,
N4078,11.14,1.34,5.12,4.68,4.68,10.02,3.12,4.68,4.9,10.24,2.45,4.45,5.12,3.79,4.23,4.68,4.9,6.46,1.11,2.9
,,,,,,,,,,,,,,,,,,,,
N4080,6.21,2.07,5.92,12.43,5.62,3.25,8.58,2.96,8.58,8.28,2.66,2.96,2.66,4.14,5.62,2.96,5.03,4.44,1.78,3.85
,,,,,,,,,,,,,,,,,,,,
N4082,6.94,1.39,6.94,6.25,5.56,7.64,0,5.56,3.47,11.11,1.39,6.25,5.56,4.86,2.08,6.94,6.94,6.25,0.69,4.17
,,,,,,,,,,,,,,,,,,,,
N4084,8.21,1.32,6.49,6.23,4.24,7.42,3.31,4.5,3.84,7.81,3.71,4.5,5.17,3.84,4.37,6.09,6.09,6.89,1.85,4.11
,,,,,,,,,,,,,,,,,,,,
N4086,2.16,0.43,4.31,8.19,0,24.14,5.6,3.02,6.47,1.29,1.72,3.02,2.59,6.03,4.31,3.88,11.64,4.31,0,6.9
,,,,,,,,,,,,,,,,,,,,
N4088,9.7,2.99,7.46,2.24,2.24,4.48,2.24,8.96,6.72,9.7,2.99,6.72,2.24,3.73,3.73,11.94,5.97,4.48,0.75,0.75
,,,,,,,,,,,,,,,,,,,,
N4090,7.93,14.84,6.07,3.37,2.19,7.93,4.55,1.35,2.7,5.73,1.35,1.52,8.43,4.89,5.56,7.42,5.73,5.73,1.69,1.01
,,,,,,,,,,,,,,,,,,,,
N4092,7.41,2.12,7.41,7.14,3.97,5.82,4.23,9.52,8.73,7.94,3.17,3.97,2.12,2.12,5.56,6.35,3.97,4.76,1.59,2.12
,,,,,,,,,,,,,,,,,,,,
N4094,12.95,0.85,5.11,4.43,3.58,6.81,1.19,3.92,1.53,11.58,1.19,5.79,4.6,4.09,7.67,5.96,6.98,7.67,0.51,3.58
,,,,,,,,,,,,,,,,,,,,
N4096,12.18,2.27,5.81,4.67,3.26,6.8,3.54,3.82,2.27,9.63,0.99,3.12,7.37,2.27,7.79,8.07,4.39,8.22,0.99,2.55
,,,,,,,,,,,,,,,,,,,,
N4098,11.11,1.23,8.02,3.7,3.7,3.7,4.32,2.47,2.47,10.49,5.56,3.7,8.02,4.32,7.41,11.11,3.7,2.47,0.62,1.85
,,,,,,,,,,,,,,,,,,,,
N4100,12.5,2.3,7.24,4.61,2.63,6.25,1.64,1.64,4.93,4.93,1.32,4.61,7.89,2.96,9.54,9.54,6.91,3.95,0.99,3.62
,,,,,,,,,,,,,,,,,,,,
N4102,9.24,0,8.4,4.2,5.04,2.52,0.84,5.88,5.88,7.56,5.04,5.88,7.56,7.56,6.72,5.04,5.88,4.2,0.84,1.68
,,,,,,,,,,,,,,,,,,,,
N4104,5.23,0.18,7.21,3.24,6.67,7.57,2.34,3.78,4.32,6.67,1.08,8.83,4.86,2.88,2.16,9.91,7.39,7.21,2.7,5.77
,,,,,,,,,,,,,,,,,,,,
N4106,7.74,1.29,4.52,7.74,3.23,4.52,2.58,1.94,8.39,10.97,5.16,5.81,2.58,3.87,3.23,11.61,1.29,5.16,1.94,6.45
,,,,,,,,,,,,,,,,,,,,
N4108,10.97,0.84,2.53,4.64,2.11,5.91,0.42,1.27,0.84,12.24,2.53,4.64,10.55,7.17,9.7,8.02,3.8,8.44,1.69,1.69
,,,,,,,,,,,,,,,,,,,,
N4110,9.88,0.4,5.01,3.82,2.77,10.67,0.26,4.87,3.16,7.64,2.5,5.53,5.67,3.95,5.4,9.62,7.25,9.09,0.92,1.58
,,,,,,,,,,,,,,,,,,,,
N4112,7.69,0,8.21,1.03,2.05,10.26,3.59,5.64,3.59,7.69,3.59,0.51,2.56,6.67,7.69,7.69,10.26,5.13,0.51,5.64
,,,,,,,,,,,,,,,,,,,,
N4114,6.2,1.94,4.65,5.81,4.65,8.53,1.55,1.55,4.26,10.08,1.94,2.71,7.36,2.33,9.69,9.69,7.36,6.98,0,2.71
,,,,,,,,,,,,,,,,,,,,
N4116,10.97,0.63,2.19,7.21,1.57,5.02,1.25,2.19,5.96,5.96,1.88,2.82,7.84,14.11,8.78,5.96,7.52,5.33,1.57,1.25
,,,,,,,,,,,,,,,,,,,,
N4118,7.94,0,4.76,11.11,7.94,4.76,0,0,1.59,6.35,4.76,4.76,9.52,7.94,3.17,7.94,11.11,4.76,0,1.59
,,,,,,,,,,,,,,,,,,,,
N4120,4.83,0.69,3.45,1.38,4.14,7.59,2.07,4.83,6.9,11.72,2.76,4.83,5.52,6.21,3.45,8.28,8.28,6.21,2.07,4.83
,,,,,,,,,,,,,,,,,,,,
N4122,7.17,0.52,6.12,10.66,1.75,6.99,1.05,2.8,14.34,7.87,2.62,5.59,6.47,3.67,6.64,5.07,5.59,4.72,0,0.35
,,,,,,,,,,,,,,,,,,,,
N4124,11.91,0.55,4.16,7.76,4.71,6.37,0.28,5.26,9.97,9.14,2.77,3.32,2.22,6.93,3.6,5.82,4.99,6.65,0.28,3.32
,,,,,,,,,,,,,,,,,,,,
N4126,7.55,0.43,7.41,6.27,2.28,7.55,1.42,7.12,8.26,7.55,1.99,6.7,3.7,2.42,2.85,7.55,4.84,5.56,1.99,6.55
,,,,,,,,,,,,,,,,,,,,
N4128,3.69,3.79,6.88,5.88,3.29,4.89,1.99,5.88,7.08,9.57,1.3,9.87,3.19,1.99,4.99,7.08,5.08,6.88,0.5,6.18
,,,,,,,,,,,,,,,,,,,,
N4130,20.51,3.85,7.69,3.85,8.97,3.85,0,2.56,2.56,6.41,1.28,2.56,5.13,6.41,2.56,7.69,7.69,5.13,1.28,0
,,,,,,,,,,,,,,,,,,,,
N4132,5.76,3.24,4.68,5.04,3.96,5.4,3.6,3.24,5.76,14.75,3.24,6.12,3.96,3.24,6.12,8.27,5.04,5.76,0.36,2.52
,,,,,,,,,,,,,,,,,,,,
N4134,11.65,1.94,7.77,7.77,0.97,6.8,0.97,1.94,11.65,6.8,2.91,3.88,8.74,1.94,2.91,2.91,5.83,4.85,2.91,4.85
,,,,,,,,,,,,,,,,,,,,
N4136,13.45,0.67,5.61,7.4,2.24,6.73,2.69,4.04,0.45,13.23,3.14,1.79,6.05,4.26,8.74,5.83,5.16,7.17,0.67,0.67
,,,,,,,,,,,,,,,,,,,,
N4138,17.31,0,1.92,5.77,1.92,9.62,0,5.77,7.69,13.46,5.77,1.92,1.92,3.85,5.77,1.92,5.77,5.77,1.92,1.92
,,,,,,,,,,,,,,,,,,,,
N4140,4.77,0.96,4.91,6.55,5.58,2.02,2.84,8.18,8.28,11.36,1.83,7.13,3.95,5.39,2.46,6.6,8.43,4.38,0.63,3.76
,,,,,,,,,,,,,,,,,,,,
N4142,7.33,0,3.66,6.81,7.85,5.76,2.09,6.28,6.81,8.38,2.62,4.19,4.71,5.24,2.62,6.28,8.38,5.76,1.05,4.19
,,,,,,,,,,,,,,,,,,,,
N4144,13.19,0.35,9.72,6.25,3.12,11.11,3.47,2.08,1.04,9.72,2.43,1.04,6.6,1.04,9.72,3.12,5.21,6.94,2.08,1.74
,,,,,,,,,,,,,,,,,,,,
N4146,3.08,0.66,5.27,5.27,5.49,6.15,2.64,11.21,7.69,12.53,1.76,8.79,1.98,3.74,1.54,7.47,3.74,3.74,1.1,6.15
,,,,,,,,,,,,,,,,,,,,
N4148,6.69,6.55,5.85,6.82,2.16,12.26,2.3,2.92,1.74,7.87,0.91,2.86,4.6,4.39,5.85,9.54,4.39,7.45,3.48,1.39
,,,,,,,,,,,,,,,,,,,,
N4150,5.12,1.86,6.51,9.3,2.79,4.19,3.26,3.72,3.72,9.77,3.26,3.26,8.84,7.44,7.91,7.91,5.58,3.72,0.93,0.93
,,,,,,,,,,,,,,,,,,,,
N4152,4.56,1.66,8.71,5.81,2.49,5.81,0.83,2.9,9.54,5.81,4.56,5.81,5.39,1.66,6.64,9.54,7.05,9.13,0.83,1.24
,,,,,,,,,,,,,,,,,,,,
N4154,9.61,0.69,3.89,3.2,4.81,8.47,0.92,5.03,2.97,8.47,1.37,7.78,3.89,6.18,4.12,5.26,10.07,5.72,0.92,6.64
,,,,,,,,,,,,,,,,,,,,
N4156,13,4,5,0,0,13,1,2,1,19,1,1,10,3,9,2,6,7,3,0
,,,,,,,,,,,,,,,,,,,,
N4158,5.43,2.63,7.36,7.71,5.43,3.15,2.45,6.83,5.08,11.03,3.15,4.03,4.2,3.15,6.13,7.88,4.73,6.83,0.53,2.28
,,,,,,,,,,,,,,,,,,,,
N4160,8.26,2.75,5.5,6.42,2.75,6.42,0,3.67,5.5,15.6,4.59,5.5,1.83,2.75,3.67,4.59,8.26,10.09,0,1.83
,,,,,,,,,,,,,,,,,,,,
N4162,11.08,0.95,4.43,11.39,5.38,6.01,1.9,1.9,8.23,10.13,4.11,4.43,3.16,5.06,4.43,3.8,4.43,4.11,0.63,4.43
,,,,,,,,,,,,,,,,,,,,
N4164,5.5,2.65,3.05,5.5,5.5,5.5,1.83,6.11,6.92,9.98,3.26,3.67,6.11,4.28,4.68,8.15,5.3,6.11,2.24,3.67
,,,,,,,,,,,,,,,,,,,,
N4166,3.7,2.06,5.76,7,3.7,4.12,1.23,7.82,7.41,11.11,2.06,6.17,2.88,2.88,2.47,10.7,6.58,8.23,2.47,1.65
,,,,,,,,,,,,,,,,,,,,
N4168,5.49,1.76,6.59,9.89,4.4,3.08,1.98,7.03,10.55,9.23,1.54,3.74,5.27,3.96,5.05,6.59,5.49,5.27,1.54,1.54
,,,,,,,,,,,,,,,,,,,,
N4170,8.14,4.65,4.65,3.49,6.98,3.49,2.33,3.49,10.47,6.98,3.49,3.49,1.16,9.3,1.16,9.3,8.14,9.3,0,0
,,,,,,,,,,,,,,,,,,,,
N4172,4.71,0.65,4.22,5.19,10.55,3.57,2.76,7.14,5.68,14.45,1.62,2.44,5.36,2.11,4.38,8.44,4.55,4.55,2.44,5.19
,,,,,,,,,,,,,,,,,,,,
N4174,9.17,0,4.59,7.34,1.83,5.5,1.83,5.5,5.5,12.84,0,0,10.09,5.5,1.83,11.01,3.67,7.34,0,6.42
,,,,,,,,,,,,,,,,,,,,
N4176,4.73,0.68,5.41,6.76,4.73,3.38,2.03,7.43,6.08,11.49,1.35,6.08,6.08,6.76,4.73,7.43,4.73,6.76,0,3.38
,,,,,,,,,,,,,,,,,,,,
N4178,10.94,0,7.81,4.69,1.56,12.5,4.69,3.12,0,3.12,0,0,9.38,1.56,18.75,12.5,3.12,0,1.56,4.69
,,,,,,,,,,,,,,,,,,,,
N4180,9.24,0.84,3.78,1.47,7.56,7.56,1.05,8.4,2.94,12.18,3.78,3.15,3.57,2.52,3.57,5.46,6.51,9.45,1.68,5.25
,,,,,,,,,,,,,,,,,,,,
N4182,15.59,0,3.42,1.52,4.18,5.7,1.52,5.32,1.52,14.83,5.7,3.04,4.18,2.66,6.08,6.84,5.32,6.84,4.18,1.52
,,,,,,,,,,,,,,,,,,,,
N4184,5.39,0.74,5.02,6.88,6.32,9.11,1.67,5.95,5.58,11.52,2.04,5.39,3.72,1.86,3.72,8.74,5.39,5.76,2.42,2.79
,,,,,,,,,,,,,,,,,,,,
N4186,7.65,0.56,4.17,6.26,5.01,7.65,2.23,5.42,5.29,10.85,3.2,1.81,5.7,3.76,7.09,4.59,6.12,8.48,1.11,3.06
,,,,,,,,,,,,,,,,,,,,
N4188,9.56,2.51,5.64,4.39,2.66,7.84,0.94,4.39,3.76,7.52,1.88,5.49,7.84,3.61,6.43,6.27,7.68,5.8,2.04,3.76
,,,,,,,,,,,,,,,,,,,,
N4190,18.1,2.86,0,5.71,1.9,6.67,0,3.81,5.71,2.86,5.71,4.76,3.81,2.86,8.57,7.62,10.48,7.62,0,0.95
,,,,,,,,,,,,,,,,,,,,
N4192,3.79,0,6.82,8.33,3.79,9.09,0,3.03,9.85,5.3,0.76,3.03,1.52,5.3,2.27,9.09,8.33,10.61,0.76,8.33
,,,,,,,,,,,,,,,,,,,,
N4194,5.84,1.46,8.03,3.65,5.84,6.93,2.92,5.84,9.12,6.93,2.92,6.93,1.82,2.92,0.73,7.66,5.84,8.76,0.73,5.11
,,,,,,,,,,,,,,,,,,,,
N4196,10.15,1.78,1.78,1.27,4.82,10.66,0.51,4.57,0.76,17.01,6.6,2.79,5.08,3.3,4.82,6.09,5.84,7.87,2.28,2.03
,,,,,,,,,,,,,,,,,,,,
N4198,13.55,2.05,1.79,2.56,6.39,7.67,1.79,8.18,1.79,14.07,4.35,1.53,4.35,1.53,4.35,8.7,4.6,8.18,1.28,1.28
,,,,,,,,,,,,,,,,,,,,
N4200,5.13,6.67,8.21,10.77,7.18,8.72,3.08,3.59,5.13,7.18,1.03,3.08,4.1,5.13,3.08,3.59,3.08,4.1,2.56,4.62
,,,,,,,,,,,,,,,,,,,,
N4202,16.92,0,5.27,4.62,1.98,7.47,2.42,4.18,6.59,6.37,0.66,7.25,2.2,2.2,3.3,11.43,6.59,7.03,0.22,3.3
,,,,,,,,,,,,,,,,,,,,
N4204,3.12,0.69,4.86,7.29,3.47,5.9,2.78,10.07,8.33,9.03,3.12,8.33,4.17,2.43,3.47,9.03,4.51,5.9,0.35,3.12
,,,,,,,,,,,,,,,,,,,,
N4206,7.86,0.44,6.84,3.78,4.08,9.46,0.58,3.49,3.49,7.13,2.33,5.97,4.08,4.66,5.24,8.59,10.04,5.53,1.89,4.51
,,,,,,,,,,,,,,,,,,,,
N4208,5.02,2.87,5.2,5.73,6.27,6.81,1.61,5.91,8.24,10.04,2.51,2.69,4.84,3.05,4.48,6.63,6.63,6.27,2.15,3.05
,,,,,,,,,,,,,,,,,,,,
N4210,8.75,0.95,6.86,4.73,4.26,8.27,2.6,4.02,5.2,11.58,2.13,3.31,6.15,6.15,5.67,5.44,5.2,5.2,0.95,2.6
,,,,,,,,,,,,,,,,,,,,
N4212,3.01,1.81,1.2,4.22,9.64,1.81,2.41,9.04,6.02,19.88,4.22,8.43,4.22,3.61,0.6,4.22,4.22,7.83,1.2,2.41
,,,,,,,,,,,,,,,,,,,,
N4214,8.69,0.43,4.51,6.12,2.47,6.44,3.11,5.47,8.37,10.73,1.29,6.33,3,5.9,3.33,7.51,6.55,5.04,1.5,3.22
,,,,,,,,,,,,,,,,,,,,
N4216,4.96,1.04,8.36,6.27,4.96,4.96,1.04,6.01,5.48,10.7,3.66,7.31,4.18,3.39,5.74,4.44,4.7,5.74,1.31,5.74
,,,,,,,,,,,,,,,,,,,,
N4218,4.98,0.36,5.69,7.47,2.49,7.12,2.49,6.05,8.19,11.74,2.14,3.2,5.34,2.85,5.69,4.63,6.41,6.05,1.78,5.34
,,,,,,,,,,,,,,,,,,,,
N4220,8.7,0,5.6,5.31,2.36,9.44,0.29,5.01,5.9,7.96,2.36,6.05,3.24,4.87,4.28,6.49,7.96,11.21,0.59,2.36
,,,,,,,,,,,,,,,,,,,,
N4222,5.48,8.22,2.74,4.11,1.37,6.85,4.11,2.74,17.81,5.48,2.74,5.48,1.37,1.37,5.48,5.48,9.59,4.11,1.37,4.11
,,,,,,,,,,,,,,,,,,,,
N4224,7.11,0.81,5.49,6.71,4.07,4.67,2.44,8.74,4.67,10.16,1.83,4.27,5.89,2.44,6.5,4.67,6.3,8.94,0.81,3.46
,,,,,,,,,,,,,,,,,,,,
N4226,4.4,0.63,6.92,7.55,3.77,8.18,2.52,10.06,4.4,9.43,2.52,3.77,4.4,3.14,1.89,5.66,5.66,11.32,0.63,3.14
,,,,,,,,,,,,,,,,,,,,
N4228,6.78,0.55,3.11,11.17,6.78,6.96,1.65,3.3,5.31,15.38,1.83,3.48,5.49,3.3,5.68,7.69,3.11,5.13,1.65,1.65
,,,,,,,,,,,,,,,,,,,,
N4230,12.22,1.11,5.56,8.89,1.11,6.67,3.33,6.67,2.22,10,4.44,1.11,6.67,5.56,5.56,3.33,2.22,11.11,0,2.22
,,,,,,,,,,,,,,,,,,,,
N4232,13.39,0.85,6.27,5.41,3.13,12.54,1.99,5.7,2.56,9.97,3.7,1.71,4.56,3.13,5.98,4.56,3.99,9.12,0.57,0.85
,,,,,,,,,,,,,,,,,,,,
N4234,0.66,1.98,2.37,2.9,18.47,1.45,1.45,6.86,10.95,11.08,0.92,9.63,1.72,1.98,3.56,9.23,2.9,4.88,0.79,6.2
,,,,,,,,,,,,,,,,,,,,
N4236,10.25,0.35,2.83,2.83,6.71,8.48,2.12,3.18,1.06,12.72,5.65,1.77,4.95,2.12,4.24,6.36,8.83,11.31,1.77,2.47
,,,,,,,,,,,,,,,,,,,,
N4238,6.57,2,5.14,7.14,5.71,7.71,2.86,3.71,5.14,8.29,2.57,3.43,6.57,4,5.43,5.43,8.86,4.57,2,2.86
,,,,,,,,,,,,,,,,,,,,
N4240,9.05,0.95,5.24,3.81,3.33,10.95,2.38,6.19,5.71,3.33,1.9,6.19,4.29,2.38,1.9,9.05,5.71,7.62,2.38,7.62
,,,,,,,,,,,,,,,,,,,,
N4242,3.65,1.56,5.38,6.08,5.21,4.86,1.56,6.25,8.33,12.5,2.08,6.08,4.69,4.69,5.21,7.64,5.03,5.03,0.69,3.47
,,,,,,,,,,,,,,,,,,,,
N4244,6.74,1.18,6.31,7.38,5.24,2.67,1.5,7.27,6.31,11.87,1.28,6.2,3.64,3.74,3.74,10.37,5.67,6.2,0.21,2.46
,,,,,,,,,,,,,,,,,,,,
N4246,4.52,2.9,3.87,3.23,5.48,3.55,3.87,6.13,6.45,14.84,3.23,4.84,4.52,4.84,6.13,5.16,4.52,6.77,2.9,2.26
,,,,,,,,,,,,,,,,,,,,
N4248,8.55,1.9,2.14,2.85,8.79,9.5,0.48,8.55,5.94,11.16,4.28,2.85,3.56,1.66,1.9,6.41,5.46,7.6,1.66,4.75
,,,,,,,,,,,,,,,,,,,,
N4250,11.04,1.62,3.25,2.27,3.57,8.12,1.62,6.82,2.6,18.18,2.92,3.9,3.57,3.57,4.87,4.55,5.19,7.47,2.6,2.27
,,,,,,,,,,,,,,,,,,,,
N4252,2.79,3.26,4.19,5.12,3.72,4.19,0.47,17.67,6.98,7.44,2.33,10.23,2.79,1.86,4.19,6.98,5.12,5.12,0.47,5.12
,,,,,,,,,,,,,,,,,,,,
N4254,6.53,0.85,5.97,7.1,3.27,2.7,2.7,4.4,10.94,8.66,1.42,7.53,3.84,3.98,5.4,7.39,8.81,4.69,0.99,2.84
,,,,,,,,,,,,,,,,,,,,
N4256,3.64,2.11,5.63,4.93,5.99,5.4,3.64,5.99,7.28,7.28,1.64,7.63,4.34,2.58,4.46,12.68,6.57,4.34,0.82,3.05
,,,,,,,,,,,,,,,,,,,,
N4258,5.36,0.95,3.47,7.89,7.26,3.79,1.89,8.52,6.62,12.3,2.21,5.99,2.52,3.79,5.05,5.68,6.94,3.79,1.58,4.42
,,,,,,,,,,,,,,,,,,,,
N4260,2.79,0.93,4.65,9.3,6.51,1.86,1.4,5.58,13.49,12.56,1.4,3.26,2.33,4.19,3.26,7.91,3.72,10.23,0.93,3.72
,,,,,,,,,,,,,,,,,,,,
N4262,3.69,2.05,5.74,5.74,4.92,4.92,0.82,10.66,8.2,9.84,2.05,6.15,3.28,4.51,2.46,9.84,6.56,5.74,0.82,2.05
,,,,,,,,,,,,,,,,,,,,
N4264,2.25,2.25,5.41,13.96,2.25,3.15,1.8,7.66,13.51,10.81,3.15,7.66,0.9,5.86,4.5,4.95,4.5,1.8,1.35,2.25
,,,,,,,,,,,,,,,,,,,,
N4266,5.11,0.36,6.93,8.76,5.11,1.46,1.46,8.76,9.12,13.5,2.19,9.12,2.92,3.65,1.46,9.49,3.28,1.46,1.09,4.74
,,,,,,,,,,,,,,,,,,,,
N4268,5.54,0.49,8.25,8.13,5.05,2.22,1.11,6.53,7.39,10.47,1.35,5.67,2.96,5.17,4.56,11.58,4.06,5.17,0.86,3.45
,,,,,,,,,,,,,,,,,,,,
N4270,9.56,1.18,6.91,4.12,4.71,6.18,2.79,4.26,3.82,8.24,2.65,4.56,5,3.53,4.56,5.15,6.76,9.26,1.76,5
,,,,,,,,,,,,,,,,,,,,
