ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
D2888,9.43,1.21,5.12,7.28,3.5,3.64,3.1,4.45,2.83,13.34,2.16,3.64,4.31,9.16,6.6,5.53,5.12,6.06,1.08,2.43
,,,,,,,,,,,,,,,,,,,,
D2890,4.99,0.48,4.75,7.13,6.89,4.75,3.33,5.94,9.26,7.13,2.38,3.09,4.28,6.18,4.28,6.18,5.7,6.18,1.43,5.7
,,,,,,,,,,,,,,,,,,,,
D2892,8.66,1.62,4.76,7.14,2.06,4.22,1.73,5.19,6.93,8.23,2.16,3.68,5.09,4.33,8.23,8.12,7.36,7.47,0.54,2.49
,,,,,,,,,,,,,,,,,,,,
D2894,4.65,0.41,11.35,6.16,1.92,4.65,5.34,4.92,6.57,6.29,1.5,14.77,3.28,3.15,2.74,9.71,4.51,5.34,0.27,2.46
,,,,,,,,,,,,,,,,,,,,
D2896,6.76,2.03,6.76,4.73,2.03,6.76,0,8.11,6.08,10.14,2.7,2.7,4.73,4.73,11.49,7.43,1.35,6.76,2.03,2.7
,,,,,,,,,,,,,,,,,,,,
D2898,4.88,2.44,4.88,9.76,1.22,6.1,3.66,8.54,9.76,6.1,4.88,3.66,2.44,4.88,3.66,8.54,3.66,3.66,1.22,6.1
,,,,,,,,,,,,,,,,,,,,
D2900,4.04,0.37,3.68,12.5,8.09,6.25,0.74,5.51,6.62,12.87,0.37,4.78,3.68,1.47,5.51,6.25,2.94,9.93,0,4.41
,,,,,,,,,,,,,,,,,,,,
D2902,16.42,0,6.72,5.97,1.49,6.72,1.49,5.22,11.19,7.46,0.75,4.48,1.49,4.48,2.99,8.96,3.73,7.46,0.75,2.24
,,,,,,,,,,,,,,,,,,,,
D2904,7.91,1.27,5.38,7.91,4.43,6.01,1.27,5.38,6.65,9.49,4.43,6.01,2.85,3.16,6.65,5.7,5.06,8.23,0,2.22
,,,,,,,,,,,,,,,,,,,,
D2906,6.31,2.1,7.21,4.5,2.4,6.31,0.6,4.2,9.01,8.11,2.7,6.61,4.2,3.9,7.51,7.81,7.51,3.9,3,2.1
,,,,,,,,,,,,,,,,,,,,
D2908,7.61,1.7,4.89,5.8,2.95,4.09,1.7,6.25,6.25,12.39,0.8,3.86,5.11,3.41,5.34,10.23,7.61,6.02,1.48,2.5
,,,,,,,,,,,,,,,,,,,,
D2910,5.4,2.52,2.88,7.55,6.12,7.19,2.16,4.32,4.68,12.95,2.88,2.52,4.32,4.68,7.19,8.63,3.6,6.12,1.44,2.88
,,,,,,,,,,,,,,,,,,,,
D2912,12.08,0.3,5.14,5.44,3.93,5.14,2.11,6.65,4.23,8.16,2.42,3.02,3.93,6.95,6.04,5.44,7.85,8.16,0.3,2.72
,,,,,,,,,,,,,,,,,,,,
D2914,7.76,2.28,5.02,5.48,5.94,4.57,3.65,5.02,5.48,15.53,2.28,3.65,3.2,5.02,5.94,5.94,3.65,4.11,0.91,4.57
,,,,,,,,,,,,,,,,,,,,
D2916,6.49,0.72,5.23,6.85,2.7,5.77,2.16,6.49,5.23,12.97,2.52,2.7,4.14,6.67,7.21,7.21,4.68,6.13,1.08,3.06
,,,,,,,,,,,,,,,,,,,,
D2918,5.73,0.25,3.18,3.69,1.15,4.71,1.27,5.1,4.59,4.84,2.8,8.15,9.17,10.19,2.8,14.39,9.04,4.08,0.51,4.33
,,,,,,,,,,,,,,,,,,,,
D2920,5.26,2.63,5.26,9.59,4.86,3.29,3.29,5.78,6.31,11.43,1.97,5.52,3.68,3.68,5.39,7.1,5.78,5.65,1.05,2.5
,,,,,,,,,,,,,,,,,,,,
D2922,9.78,0.54,4.35,8.7,5.43,5.98,3.8,2.72,3.26,12.5,1.09,4.89,2.17,7.07,4.35,6.52,4.35,7.61,0,4.89
,,,,,,,,,,,,,,,,,,,,
D2924,5.74,1.48,8.03,6.23,4.1,5.57,3.44,8.03,7.05,7.21,2.95,3.77,3.44,3.44,3.93,7.7,4.92,6.56,2.3,4.1
,,,,,,,,,,,,,,,,,,,,
D2926,3.23,0,5.38,11.83,1.08,5.38,4.3,9.68,15.05,7.53,1.08,2.15,3.23,2.15,5.38,4.3,6.45,7.53,0,4.3
,,,,,,,,,,,,,,,,,,,,
D2928,5.51,1.57,2.17,5.71,1.18,3.94,9.06,2.76,3.54,7.09,5.91,4.72,10.43,9.06,5.12,10.24,6.89,4.33,0.2,0.59
,,,,,,,,,,,,,,,,,,,,
D2930,6.83,0,6.43,8.43,4.82,4.82,0.8,9.64,10.04,7.23,3.61,3.21,3.21,0.8,2.81,10.84,6.43,7.63,0.4,2.01
,,,,,,,,,,,,,,,,,,,,
D2932,12.93,0.61,6.06,4.44,3.03,8.08,0.81,2.63,2.63,9.09,2.42,3.84,3.64,4.04,5.66,9.29,10.3,8.08,0.81,1.62
,,,,,,,,,,,,,,,,,,,,
D2934,6.75,2.79,7.64,7.2,4.55,7.78,1.47,3.67,4.85,8.22,1.91,3.38,4.26,6.02,5.58,7.49,5.87,5.58,2.06,2.94
,,,,,,,,,,,,,,,,,,,,
D2936,4.58,0.62,5.42,5.62,4.38,3.75,3.12,9.79,9.17,7.92,1.46,8.12,3.75,5.21,5.21,7.5,5,2.5,1.25,5.62
,,,,,,,,,,,,,,,,,,,,
D2938,8.26,0.28,5.41,7.98,3.13,4.27,1.14,5.98,7.98,10.26,2.28,3.42,5.13,3.13,7.12,6.84,7.12,7.12,0.28,2.85
,,,,,,,,,,,,,,,,,,,,
D2940,16.91,0.91,1.64,0.73,0.91,6,5.45,0.91,1.45,4.73,3.09,2.91,5.45,21.45,4.18,12.18,4.36,3.45,0.36,2.91
,,,,,,,,,,,,,,,,,,,,
D2942,7.97,0,9.53,10.92,2.77,5.72,0.69,2.95,15.77,4.33,2.25,3.29,4.16,1.91,4.85,10.92,5.2,3.99,0.87,1.91
,,,,,,,,,,,,,,,,,,,,
D2944,6.85,2.05,4.79,7.53,2.74,3.2,5.02,3.65,7.08,7.99,1.83,5.02,6.39,5.71,4.79,9.36,7.76,5.71,1.14,1.37
,,,,,,,,,,,,,,,,,,,,
D2946,10.53,1.32,5.26,5.26,1.32,10.53,0,9.21,7.89,11.84,1.32,1.32,3.95,6.58,9.21,1.32,3.95,9.21,0,0
,,,,,,,,,,,,,,,,,,,,
D2948,4.49,1.26,6.64,10.23,3.59,5.75,2.51,5.92,9.16,8.62,1.62,5.21,3.77,5.03,3.77,7.9,4.67,6.46,0.9,2.51
,,,,,,,,,,,,,,,,,,,,
D2950,6.22,1.78,4.67,5.78,3.33,6.89,2,9.56,7.78,8.44,2.22,5.33,4.44,3.11,4,5.11,6.67,7.56,1.33,3.78
,,,,,,,,,,,,,,,,,,,,
D2952,8.29,3.41,2.93,2.44,3.66,6.34,4.63,3.17,5.37,13.17,2.68,4.15,6.59,4.39,7.07,3.17,6.1,5.12,2.68,4.63
,,,,,,,,,,,,,,,,,,,,
D2954,2.73,0.91,7.73,10,4.09,5,1.36,5.91,10.91,10.45,3.64,5.45,1.82,5.45,4.09,5,5.45,5.91,1.36,2.73
,,,,,,,,,,,,,,,,,,,,
D2956,4.58,0.78,7.97,13.2,2.35,3.66,1.57,2.48,13.59,7.97,3.27,3.79,5.1,5.1,5.36,9.02,3.53,2.22,1.7,2.75
,,,,,,,,,,,,,,,,,,,,
D2958,11.17,1.65,5.71,4.47,4.71,8.68,1.49,3.39,2.56,9.1,2.32,4.96,5.21,3.72,6.04,7.44,6.29,7.61,0.66,2.81
,,,,,,,,,,,,,,,,,,,,
D2960,5.56,0,4.94,11.73,4.32,4.94,0.62,12.35,10.49,11.73,1.85,2.47,3.7,1.23,4.32,6.17,4.32,7.41,0,1.85
,,,,,,,,,,,,,,,,,,,,
D2962,12.73,0.39,2.08,3.38,2.21,5.19,0.78,3.51,2.73,11.56,1.56,4.81,7.4,10.26,2.34,14.29,10.52,3.77,0.39,0.13
,,,,,,,,,,,,,,,,,,,,
D2964,8.72,1.93,6.12,5.87,3.94,5.45,3.44,3.19,4.69,10.73,1.84,2.77,7.12,4.19,7.46,5.28,5.87,6.12,1.76,3.52
,,,,,,,,,,,,,,,,,,,,
D2966,6.2,3.22,6.2,6.08,4.53,3.69,4.53,6.08,7.39,9.06,2.74,3.22,3.81,3.93,4.41,6.79,4.77,7.03,2.03,4.29
,,,,,,,,,,,,,,,,,,,,
D2968,11.07,2.05,4.51,6.56,5.74,4.92,2.05,4.1,4.1,8.61,3.28,4.92,3.28,3.69,5.74,6.97,4.92,6.97,2.05,4.51
,,,,,,,,,,,,,,,,,,,,
D2970,5.94,0,2.97,4.95,2.97,6.93,4.95,4.95,3.96,6.93,0.99,6.93,3.96,8.91,3.96,13.86,4.95,8.91,0,2.97
,,,,,,,,,,,,,,,,,,,,
D2972,8.7,1.07,5.19,8.7,3.51,7.79,1.83,6.26,7.48,5.95,3.36,5.19,3.82,3.82,4.73,5.19,5.5,6.72,0.76,4.43
,,,,,,,,,,,,,,,,,,,,
D2974,6.82,0.38,6.45,7.96,4.64,5.4,1.71,5.4,7.49,11.09,1.8,4.74,2.94,6.26,5.69,5.12,4.93,7.01,0.95,3.22
,,,,,,,,,,,,,,,,,,,,
D2976,9.4,1.83,4.44,8.88,2.35,11.49,3.66,1.04,5.48,10.18,1.83,3.66,8.09,2.61,6.53,8.09,3.13,2.87,0.52,3.92
,,,,,,,,,,,,,,,,,,,,
D2978,3.89,1.59,5.48,4.61,2.59,4.76,2.88,5.04,6.2,7.06,3.31,10.09,6.05,4.76,5.19,15.85,5.48,3.31,0.29,1.59
,,,,,,,,,,,,,,,,,,,,
D2980,8.4,1.15,4.45,2.14,3.79,5.27,2.8,2.14,3.13,5.93,2.31,3.79,10.54,8.9,5.6,13.34,6.92,5.44,0.99,2.97
,,,,,,,,,,,,,,,,,,,,
D2982,4.35,0.26,3.07,8.18,3.84,6.39,2.05,8.44,13.04,8.95,1.53,6.14,2.81,2.81,5.37,3.84,7.67,5.37,0.51,5.37
,,,,,,,,,,,,,,,,,,,,
D2984,4.21,1.05,5.26,7.37,4.21,10.53,1.05,6.32,6.32,7.37,1.05,4.21,4.21,2.11,6.32,7.37,8.42,6.32,0,6.32
,,,,,,,,,,,,,,,,,,,,
D2986,8.09,2.56,7.5,4.34,4.54,3.75,2.76,4.34,6.8,9.66,2.76,4.64,4.64,2.96,6.31,6.8,5.03,6.61,0.59,5.33
,,,,,,,,,,,,,,,,,,,,
D2988,11,1.93,3.63,7.6,4.42,4.31,2.04,6.58,5.78,11.68,1.7,4.08,2.61,4.99,6.24,6.58,3.74,6.58,2.15,2.38
,,,,,,,,,,,,,,,,,,,,
D2990,3.45,0.99,4.68,8.87,2.22,3.69,1.23,9.11,12.56,11.58,1.97,6.4,2.46,3.2,6.9,4.43,4.19,2.96,0.99,8.13
,,,,,,,,,,,,,,,,,,,,
D2992,11.02,0,6.12,6.53,2.86,8.98,2.45,8.98,4.9,8.98,2.86,2.04,6.53,2.86,8.16,6.53,2.86,6.12,0,1.22
,,,,,,,,,,,,,,,,,,,,
D2994,6.19,1.17,5.43,10.79,3.37,6.74,1.72,6.19,8.87,9.69,1.86,3.71,5.29,1.92,6.19,4.19,3.92,7.84,0.96,3.99
,,,,,,,,,,,,,,,,,,,,
D2996,11.27,1.82,5.45,6.18,3.27,6.91,2.91,3.27,2.18,10.91,3.27,2.18,6.91,6.18,7.27,2.18,5.82,8,1.09,2.91
,,,,,,,,,,,,,,,,,,,,
D2998,11.03,1.07,6.41,5.34,3.91,3.91,0.71,4.98,6.05,10.68,2.14,6.05,2.85,8.9,4.63,4.98,4.27,6.76,1.78,3.56
,,,,,,,,,,,,,,,,,,,,
D3000,5.97,2.24,3.73,7.46,2.99,5.97,0,6.72,8.96,5.97,3.73,5.97,2.99,5.97,7.46,7.46,6.72,5.97,1.49,2.24
,,,,,,,,,,,,,,,,,,,,
D3002,3.43,0.75,5.18,5.18,4.76,4.43,1.59,9.11,11.53,10.44,1.5,9.27,2.01,2.26,2.67,7.27,5.35,5.01,0.67,7.6
,,,,,,,,,,,,,,,,,,,,
D3004,8.82,1.96,2.94,10.78,0.98,5.88,0,10.78,6.86,3.92,2.94,4.9,2.94,4.9,9.8,3.92,5.88,10.78,0,0.98
,,,,,,,,,,,,,,,,,,,,
D3006,10.47,1.01,5.41,5.07,2.03,6.42,3.04,3.38,5.41,8.78,2.03,2.7,2.7,4.39,9.12,6.08,5.07,8.78,3.04,5.07
,,,,,,,,,,,,,,,,,,,,
D3008,4.51,2.07,6.8,6.29,4.58,4.01,3,7.65,7.44,11.59,1.07,6.51,3.29,2.58,4.22,10.8,5.79,4.65,0.79,2.36
,,,,,,,,,,,,,,,,,,,,
D3010,8.41,1.09,5.3,7.79,3.58,6.23,3.58,3.74,7.48,8.88,2.49,3.74,7.01,1.87,7.17,5.61,4.98,5.45,2.34,3.27
,,,,,,,,,,,,,,,,,,,,
D3012,6.32,0,3.86,7.37,4.21,8.07,0.7,7.37,6.67,10.53,3.16,5.61,3.16,2.81,3.86,8.07,6.67,8.42,0,3.16
,,,,,,,,,,,,,,,,,,,,
D3014,15.8,1.61,5.38,5.18,1.95,8.88,1.55,1.75,1.75,8.2,1.41,1.48,11.43,3.77,8.27,10.22,3.63,4.77,1.21,1.75
,,,,,,,,,,,,,,,,,,,,
D3016,8.64,2.99,5.98,6.31,2.66,6.31,2.99,3.65,2.99,9.3,2.33,4.65,4.32,2.33,12.29,6.31,4.65,6.31,2.33,2.66
,,,,,,,,,,,,,,,,,,,,
D3018,9,0.96,3.22,6.43,4.18,4.82,3.86,3.86,1.93,14.79,1.29,1.29,5.79,4.82,7.4,9,6.11,9,0.64,1.61
,,,,,,,,,,,,,,,,,,,,
D3020,2.83,1.52,4.25,4.76,7.89,2.83,2.43,7.79,9.11,11.13,2.94,5.26,3.14,3.54,5.97,9.62,4.45,5.67,1.11,3.74
,,,,,,,,,,,,,,,,,,,,
D3022,11.44,1.38,4.93,6.11,3.16,7.5,3.16,7.89,3.55,8.88,3.35,2.37,5.13,3.55,6.51,6.11,4.34,6.31,1.97,2.37
,,,,,,,,,,,,,,,,,,,,
D3024,6.98,1,5.98,7.31,2.33,3.99,4.32,5.32,4.32,18.6,2.66,3.65,3.99,3.32,6.64,6.64,5.98,6.31,0,0.66
,,,,,,,,,,,,,,,,,,,,
D3026,6.69,1.86,4.83,4.46,4.83,4.46,4.46,8.55,6.69,7.06,1.86,9.67,4.46,2.23,4.46,5.58,5.58,6.32,2.23,3.72
,,,,,,,,,,,,,,,,,,,,
D3028,6.14,4.39,3.51,11.4,1.75,6.14,4.39,3.51,0,8.77,0.88,5.26,3.51,11.4,7.02,6.14,2.63,11.4,0.88,0.88
,,,,,,,,,,,,,,,,,,,,
D3030,7.39,2.42,4.62,7.51,2.89,6.12,3.58,2.77,2.89,8.89,1.39,4.97,3.93,11.66,4.5,12.47,4.16,5.66,0.58,1.62
,,,,,,,,,,,,,,,,,,,,
D3032,9.56,1.32,6.92,7.58,3.62,6.92,2.64,5.6,5.44,9.06,2.47,2.47,3.79,3.79,6.26,4.78,6.1,6.59,1.65,3.46
,,,,,,,,,,,,,,,,,,,,
D3034,5.53,0.94,5.94,7.15,4.32,4.45,1.48,3.24,7.56,6.88,2.02,9.31,4.72,4.86,7.15,11.34,4.99,3.51,0.81,3.78
,,,,,,,,,,,,,,,,,,,,
D3036,5.68,1.26,5.36,5.05,5.36,3.47,2.84,9.78,3.15,11.99,1.89,6.62,5.99,5.36,5.36,6.94,5.68,5.36,0.32,2.52
,,,,,,,,,,,,,,,,,,,,
D3038,8.45,7.04,4.23,9.86,1.41,9.86,1.41,11.27,5.63,7.04,4.23,1.41,1.41,1.41,8.45,7.04,8.45,1.41,0,0
,,,,,,,,,,,,,,,,,,,,
D3040,5.92,0.35,3.14,9.76,5.57,6.27,2.79,4.88,7.67,9.06,2.44,1.74,4.18,5.92,5.23,6.62,5.57,6.27,1.05,5.57
,,,,,,,,,,,,,,,,,,,,
D3042,9.83,0.96,3.47,5.97,0.96,8.86,2.12,1.93,9.25,8.67,1.35,3.28,8.29,4.24,5.97,12.14,5.97,5.2,0.96,0.58
,,,,,,,,,,,,,,,,,,,,
D3044,6.39,1.94,5.59,7.07,4.56,3.88,2.39,7.64,6.16,9.46,2.85,4.79,3.88,4.33,5.25,7.18,6.16,6.73,1.14,2.62
,,,,,,,,,,,,,,,,,,,,
D3046,12.37,0,5.15,8.25,2.06,3.09,0,6.19,8.25,9.28,5.15,4.12,2.06,4.12,9.28,6.19,4.12,7.22,3.09,0
,,,,,,,,,,,,,,,,,,,,
D3048,6.72,1.34,4.3,5.91,5.11,7.26,1.88,6.18,8.87,6.99,2.69,5.11,4.84,3.49,3.49,7.8,5.38,8.87,1.61,2.15
,,,,,,,,,,,,,,,,,,,,
D3050,3.53,1.47,8.24,5,5.88,4.41,2.06,7.65,9.41,9.71,2.65,3.82,5.88,2.65,2.94,6.76,5.59,5,2.65,4.71
,,,,,,,,,,,,,,,,,,,,
D3052,9.15,0.65,3.92,6.54,2.61,3.27,3.27,9.8,5.23,12.42,2.61,3.92,3.92,1.96,5.88,5.88,5.23,7.19,0,6.54
,,,,,,,,,,,,,,,,,,,,
D3054,8.11,0.49,5.32,8.84,1.77,4.91,2.21,3.08,7.1,6.22,1.23,2.81,10.04,4.91,7.01,10.78,5.81,7.01,0.3,2.02
,,,,,,,,,,,,,,,,,,,,
D3056,6.6,0.94,3.77,9.43,3.77,3.77,5.66,4.72,4.72,7.55,3.77,4.72,4.72,7.55,5.66,8.49,4.72,7.55,0.94,0.94
,,,,,,,,,,,,,,,,,,,,
D3058,4.91,4.21,4.21,7.71,5.14,4.44,4.21,5.14,3.97,7.94,3.04,3.97,3.74,7.71,5.37,8.88,5.14,6.07,0.93,3.27
,,,,,,,,,,,,,,,,,,,,
D3060,5.26,0.66,5.26,13.16,2.63,4.61,1.32,11.84,17.11,11.18,3.29,3.95,0.66,0.66,2.63,6.58,1.32,3.95,0.66,3.29
,,,,,,,,,,,,,,,,,,,,
D3062,5.38,0,7.69,10.77,5.38,4.62,0,12.31,12.31,4.62,3.08,6.92,2.31,1.54,4.62,5.38,6.15,5.38,0,1.54
,,,,,,,,,,,,,,,,,,,,
D3064,7.09,2.58,5.64,5.31,4.83,8.37,1.93,3.86,3.46,7.57,1.85,3.22,5.8,3.14,7.41,8.21,4.67,10.14,0.64,4.27
,,,,,,,,,,,,,,,,,,,,
D3066,5.24,0.69,7.86,6.21,5.38,5.66,1.38,8.69,7.45,6.62,3.17,5.79,4,1.52,5.66,8.41,4.28,6.07,0.55,5.38
,,,,,,,,,,,,,,,,,,,,
D3068,12.81,1.24,5.65,4.55,3.17,10.88,1.93,2.89,4.68,5.37,2.89,2.48,8.95,5.51,4.96,11.71,3.86,3.72,1.24,1.52
,,,,,,,,,,,,,,,,,,,,
D3070,9.79,0.52,8.25,8.25,3.61,6.19,2.58,5.15,4.64,12.37,1.55,3.09,2.06,4.64,7.22,6.7,3.61,5.15,0,4.64
,,,,,,,,,,,,,,,,,,,,
D3072,8.81,2.61,2.77,3.75,2.28,8.65,7.01,3.59,4.89,4.89,1.14,4.89,7.67,7.01,2.61,9.95,6.36,4.73,0.82,5.55
,,,,,,,,,,,,,,,,,,,,
D3074,5.4,3.29,4.69,8.45,4.93,7.51,1.41,3.76,5.4,7.51,2.35,2.11,6.81,6.81,7.28,6.81,3.76,7.28,1.64,2.82
,,,,,,,,,,,,,,,,,,,,
D3076,8.07,0.98,5.31,6.5,4.53,5.51,3.54,3.15,4.92,9.06,1.97,3.15,5.91,3.94,10.63,4.92,5.12,8.07,1.97,2.76
,,,,,,,,,,,,,,,,,,,,
D3078,7.12,1.36,6.27,9.15,2.37,7.46,1.53,3.22,10.17,9.15,1.86,2.03,5.59,4.41,4.92,6.95,5.25,6.1,2.03,3.05
,,,,,,,,,,,,,,,,,,,,
D3080,5.26,0.75,3.76,5.26,2.26,9.77,1.5,4.51,3.76,9.02,3.76,3.76,5.26,3.01,12.03,3.76,9.02,11.28,1.5,0.75
,,,,,,,,,,,,,,,,,,,,
D3082,3.65,0,3.65,7.31,5.02,3.2,0.46,10.96,9.13,11.42,1.37,12.79,2.28,2.74,1.83,10.05,4.57,4.57,0,5.02
,,,,,,,,,,,,,,,,,,,,
D3084,4.55,2.27,4.55,10.8,2.84,2.84,3.98,4.55,4.55,14.77,4.55,3.98,2.84,7.39,7.95,8.52,5.68,1.7,1.14,0.57
,,,,,,,,,,,,,,,,,,,,
D3086,2.98,1.47,7.71,5.83,3.1,4.85,2.04,6.93,7.5,7.34,2.65,12.19,4.81,3.26,3.47,8.52,5.14,5.46,0.41,4.32
,,,,,,,,,,,,,,,,,,,,
D3088,3.39,2.26,6.61,7.42,4.52,2.26,1.77,5.32,7.42,8.71,1.94,7.74,3.55,3.06,6.13,9.03,7.58,5.97,1.61,3.71
,,,,,,,,,,,,,,,,,,,,
D3090,6.82,1.75,4.58,3.41,2.73,11.39,3.8,3.21,3.41,7.98,3.02,8.67,4.87,6.52,3.12,11.3,6.91,4.48,0.29,1.75
,,,,,,,,,,,,,,,,,,,,
D3092,8.95,0.26,5.53,8.16,5.26,2.89,4.74,7.11,7.63,11.32,2.63,2.37,3.16,3.95,5.53,5.53,3.42,6.05,1.05,4.47
,,,,,,,,,,,,,,,,,,,,
D3094,9.09,0.93,4.2,7.46,1.17,10.02,3.96,5.83,3.73,6.29,2.8,3.03,9.09,5.59,6.53,9.09,4.66,3.5,1.63,1.4
,,,,,,,,,,,,,,,,,,,,
D3096,11.09,1.88,4.6,3.77,2.3,4.39,4.18,2.93,2.51,6.49,2.72,8.37,8.37,4.81,6.28,12.13,4.81,5.65,0.42,2.3
,,,,,,,,,,,,,,,,,,,,
D3098,8.84,0.84,5.47,8.21,2.74,4.84,1.47,6.53,8,8.63,3.16,5.47,2.74,4.42,3.58,7.58,5.05,6.53,1.89,4
,,,,,,,,,,,,,,,,,,,,
D3100,10.57,2.64,4.64,5.5,3.64,8.14,3.43,3.36,4.36,8.71,1.36,1.64,8.43,6.14,7,7.29,4.07,6.14,0.93,2
,,,,,,,,,,,,,,,,,,,,
D3102,16.07,2.18,3.77,4.56,3.37,11.31,1.59,0.4,0.79,11.71,1.39,1.79,8.33,3.57,12.9,5.56,2.58,4.17,0.99,2.98
,,,,,,,,,,,,,,,,,,,,
D3104,7.01,1.91,6.37,11.89,2.12,2.12,3.18,2.76,9.98,7.86,2.12,3.4,3.82,4.88,8.07,8.28,3.82,5.52,0.64,4.25
,,,,,,,,,,,,,,,,,,,,
D3106,8.06,2.39,6.27,3.58,4.18,3.58,4.18,4.18,2.99,3.58,2.99,6.57,10.75,6.87,8.96,8.66,4.48,2.39,0.3,5.07
,,,,,,,,,,,,,,,,,,,,
D3108,12.1,0.56,7.64,8.19,2.79,7.26,1.86,3.91,3.35,10.06,2.42,3.17,4.66,5.4,6.89,5.59,5.21,5.96,0.74,2.23
,,,,,,,,,,,,,,,,,,,,
D3110,6.2,2.55,4.62,7.18,3.65,6.45,2.92,4.99,5.96,10.1,2.31,3.65,5.72,4.74,4.74,7.54,5.35,7.18,1.82,2.31
,,,,,,,,,,,,,,,,,,,,
D3112,6.32,4.36,5.03,6.81,4.45,5.07,4.54,4,5.65,7.3,2.18,4.58,5.6,4.76,5.92,9.21,5.07,5.65,0.53,2.98
,,,,,,,,,,,,,,,,,,,,
D3114,10.73,1.04,7.61,5.19,4.15,3.46,2.42,4.5,5.19,10.73,3.81,5.54,2.77,2.77,6.57,8.3,5.54,8.3,0,1.38
,,,,,,,,,,,,,,,,,,,,
D3116,7.09,1.57,5.12,9.84,1.18,4.33,4.33,3.94,9.06,11.42,4.72,6.3,3.54,4.72,6.3,6.69,2.76,4.33,0.39,2.36
,,,,,,,,,,,,,,,,,,,,
D3118,5.97,1.57,3.61,5.81,5.97,5.49,2.98,4.87,6.44,11.93,2.35,3.3,5.49,2.83,5.65,8.48,4.08,5.49,1.88,5.81
,,,,,,,,,,,,,,,,,,,,
D3120,5.87,1.62,5.26,6.28,5.06,10.73,1.21,3.04,4.25,10.53,3.24,7.09,6.28,5.67,5.26,10.73,2.63,3.64,0.61,1.01
,,,,,,,,,,,,,,,,,,,,
D3122,10.26,1.71,3.85,8.12,2.99,5.13,2.14,5.13,5.13,9.83,2.14,2.56,4.27,4.7,6.41,8.12,7.26,5.13,1.28,3.85
,,,,,,,,,,,,,,,,,,,,
D3124,12.65,2.11,3.28,4.68,4.22,4.68,2.58,3.28,2.81,13.35,2.11,3.51,5.62,3.75,7.73,9.13,5.85,4.92,1.41,2.34
,,,,,,,,,,,,,,,,,,,,
D3126,5.21,1.04,4.17,10.42,2.08,3.12,2.08,5.21,9.38,12.5,5.21,1.04,3.12,5.21,6.25,8.33,7.29,6.25,1.04,1.04
,,,,,,,,,,,,,,,,,,,,
D3128,4.53,2.55,1.7,3.12,5.95,2.83,3.12,5.1,3.12,10.2,1.98,4.82,7.08,9.63,4.25,13.31,8.5,5.38,1.13,1.7
,,,,,,,,,,,,,,,,,,,,
D3130,9.63,1.38,4.13,7.34,0.92,6.42,2.29,8.26,5.5,9.17,4.59,3.67,3.21,4.59,5.5,8.26,4.13,8.26,0.46,2.29
,,,,,,,,,,,,,,,,,,,,
D3132,4.82,1.92,5.05,6.74,3.71,4.22,2.36,4.98,7.73,9.01,2.11,5.5,6.23,5.11,5.27,11.05,5.69,5.18,0.61,2.72
,,,,,,,,,,,,,,,,,,,,
D3134,6.67,1.11,4.72,7.22,5.56,7.22,3.06,5.83,5.28,13.33,2.22,3.89,3.06,7.5,6.11,6.11,3.33,3.61,1.67,2.5
,,,,,,,,,,,,,,,,,,,,
D3136,6.15,1.4,4.19,3.63,6.98,2.23,3.91,6.15,5.87,10.61,1.68,6.7,5.87,6.98,4.19,8.66,5.03,5.59,1.12,3.07
,,,,,,,,,,,,,,,,,,,,
D3138,5.56,0.48,5.07,11.84,5.07,2.66,1.45,8.21,10.87,13.77,1.45,6.76,3.38,1.69,4.83,6.76,3.14,3.14,0.24,3.62
,,,,,,,,,,,,,,,,,,,,
D3140,5.61,1.46,5.56,5.23,2.91,6.8,2.1,5.45,5.34,7.5,3.02,4.21,8.8,3.72,4.91,9.39,7.02,6.26,0.97,3.72
,,,,,,,,,,,,,,,,,,,,
D3142,6.24,8.95,4.61,6.24,2.08,6.42,3.89,2.62,5.88,5.42,1.63,5.61,7.41,4.88,8.68,8.59,4.61,3.71,0.63,1.9
,,,,,,,,,,,,,,,,,,,,
D3144,12.37,1.41,7.07,6.36,3.53,4.24,1.41,3.53,0.35,14.13,2.83,3.53,5.65,5.3,12.37,2.47,3.89,7.07,1.41,1.06
,,,,,,,,,,,,,,,,,,,,
D3146,7.96,1.27,3.82,7.32,4.78,3.18,4.14,3.82,3.5,10.19,3.5,3.82,5.41,7.64,4.78,8.28,4.14,8.6,1.27,2.55
,,,,,,,,,,,,,,,,,,,,
D3148,8.09,2.59,4.53,8.09,2.91,5.5,1.62,4.21,2.59,16.18,1.94,1.29,4.21,7.44,9.39,5.18,4.85,7.12,1.29,0.97
,,,,,,,,,,,,,,,,,,,,
D3150,8.84,2.15,4.8,6.31,5.68,4.55,2.65,3.54,2.15,10.73,2.27,3.03,7.58,4.42,6.94,11.36,6.69,3.41,0.88,2.02
,,,,,,,,,,,,,,,,,,,,
D3152,4.88,1.67,6.17,9.13,4.24,4.24,1.8,7.33,6.43,10.41,3.34,3.47,4.11,3.47,6.3,6.94,5.4,5.91,0.51,4.24
,,,,,,,,,,,,,,,,,,,,
